Song ID,Title,Artist,Original artist,Canonical,Class label
995,Love me tender,Elvis Presley,Poulton and Fosdik,YES,lovemetend
996,Love me tender,Elvis Presley,Poulton and Fosdik,,lovemetend
997,Love me tender,Frank Sinatra,Poulton and Fosdik,,lovemetend
998,Love me tender,Elvis Presley,Poulton and Fosdik,,lovemetend
999,Love song,The Cure,The Cure,YES,lovesong
1000,Love song,A perfect circle,The Cure,,lovesong
1001,Lovesong,David Ari Leon,The Cure,,lovesong
1002,Lovesong,Dommestix,The Cure,,lovesong
1003,Lovesong,Snake river conspiracy,The Cure,,lovesong
1004,Lovesong,String Quartet,The Cure,,lovesong
1005,Lovesong,One last fix,The Cure,,lovesong
1006,Lovesong,Jack off Jill,The Cure,,lovesong
1007,Lovesong,Volumen cero,The Cure,,lovesong
1008,Lovesong,311_,The Cure,,lovesong
1010,Lovesong,Emotep,The Cure,,lovesong
1011,Love song,The Cure,The Cure,,lovesong
1012,Lovesong,Tori Amos,The Cure,,lovesong
1013,Lovesong,Puppetland,The Cure,,lovesong
1014,Lovesong,Tanzwut,The Cure,,lovesong
1015,Lovesong,KieTheVez,The Cure,,lovesong
1016,Lucy in the sky with diamonds,The Beatles,The Beatles,YES,lsd
1017,Lucy in the sky with diamonds,Elton John,The Beatles,,lsd
1018,Lucy in the sky with diamonds,Grateful dead,The Beatles,,lsd
1019,Lucy in the sky with diamonds,The Black Crowes,The Beatles,,lsd
1020,Lucy in the sky with diamonds,William Shatner,The Beatles,,lsd
1021,Lucy in the sky with diamonds,Joseph Jaime,The Beatles,,lsd
1022,Lucifer Sam,Pink Floyd,Pink Floyd,YES,lucifersam
1023,Lucifer Sam,Pink Floyd,Pink Floyd,,lucifersam
1024,Lucifer Sam,The electric hellfire club,Pink Floyd,,lucifersam
1025,Lullaby,The Cure,The Cure,YES,lullaby
1026,Lullaby,Leather strip,The Cure,,lullaby
1027,Lullaby,The Cure,The Cure,,lullaby
1028,Lullaby,Buzzo,The Cure,,lullaby
1029,Lullaby,String Quartet,The Cure,,lullaby
1030,Lady Madonna,The Beatles,The Beatles,YES,madonna
1031,Lady Madonna,Gondwana,The Beatles,,madonna
1032,Lady Madonna,Gleemen,The Beatles,,madonna
1033,Lady Madonna,Jools Holland,The Beatles,,madonna
1034,Lady Madonna,The Crystalites,The Beatles,,madonna
1035,Lady Madonna,Baroque Chamber Orchestra,The Beatles,,madonna
1036,Magical mystery tour,The Beatles,The Beatles,YES,magical
1037,Magical mystery tour,Ambrosia,The Beatles,,magical
1040,Manha de Carnaval,Joao Gilberto,Agostinho dos Santos,,manhadeca
1041,Manha de Carnaval,Paquito D Rivera,Agostinho dos Santos,,manhadeca
1042,Manha de Carnaval,Astrud Gilberto,Agostinho dos Santos,,manhadeca
1043,Manha de Carnaval,Stan Getz,Agostinho dos Santos,,manhadeca
1044,The man machine,Kraftwerk,Kraftwerk,YES,manmachin
1045,The man machine,XCR,Kraftwerk,,manmachin
1046,Many rivers to cross,Jimmy Cliff,Jimmy Cliff,YES,manyrive
1047,Many rivers to cross,UB40,Jimmy Cliff,,manyrive
1048,Many rivers to cross,The Colgate Thirteen Cadence,Jimmy Cliff,,manyrive
1049,Many rivers to cross,Joe Cocker,Jimmy Cliff,,manyrive
1050,Mas que nada,Tamba trio,Jorge Ben,,masquena
1051,Mas que nada,Sergio Mendes and Brazil 66,Jorge Ben,,masquena
1052,Mas que nada,Hank Jones and Oliver Nelson,Jorge Ben,,masquena
1053,Mas que nada,Dom um Romao,Jorge Ben,,masquena
1054,Master and servant,Depeche Mode,Depeche Mode,YES,masterand
1055,Tu unico dios,Los Acusicas,Depeche Mode,,personal
1056,Ama y esclavo,L-Kan,Depeche Mode,,masterand
1057,Master and servant,Studio 99,Depeche Mode,,masterand
1058,Master and servant,Locust,Depeche Mode,,masterand
1059,Maxwells silver hammer,The Beatles,The Beatles,YES,maxwells
1060,Maxwells silver hammer,Frankie Laine,The Beatles,,maxwells
1061,Maybe someday,The Cure,The Cure,YES,maybesom
1062,Maybe someday,String Quartet,The Cure,,maybesom
1063,Meathook,The Cure,The Cure,YES,meathook
1064,Meathook,The Cure,The Cure,,meathook
1065,Meat hook,Jawbox,The Cure,,meathook
1066,Mediterraneo,Joan Manuel Serrat,Joan Manuel Serrat,YES,mediterran
1067,Mediterraneo,Lolita,Joan Manuel Serrat,,mediterran
1068,Mediterraneo,Siempre asi,Joan Manuel Serrat,,mediterran
1069,Mediterraneo,Estopa,Joan Manuel Serrat,,mediterran
1070,Mediterraneo,Sedajazz Big Band,Joan Manuel Serrat,,mediterran
1071,Mediterraneo,Sabina,Joan Manuel Serrat,,mediterran
1072,Memory,Andrew Lloyd Webber,Elaine Paige,YES,memory
1073,Memory,Michael Crawford,Elaine Paige,,memory
1074,Memory,The best of musicals,Elaine Paige,,memory
1075,Memory,Sarah Brightman,Elaine Paige,,memory
1076,Memory,Barbara Streisand,Elaine Paige,,memory
1077,Message in a bottle,The Police,The Police,YES,messbott
1078,Message in a bottle,Sting,The Police,,messbott
1079,Message in a bottle,Incubus and No Doubt,The Police,,messbott
1080,Message in a bottle,John Mayer,The Police,,messbott
1081,Metall auf metall,Kraftwerk,Kraftwerk,YES,metalonme
1082,Metal on metal,Fading colours,Kraftwerk,,metalonme
1083,Metal on metal,Kraftwerk,Kraftwerk,,metalonme
1084,Michelangelo,Astor Piazzolla,Astor Piazzolla,YES,michelang
1085,Michelangelo,Los tangueros,Astor Piazzolla,,michelang
1086,Michelangelo,Soledad,Astor Piazzolla,,michelang
1087,Michelle,The Beatles,The Beatles,YES,michelle
1088,Michelle,Richard Cocciante,The Beatles,,michelle
1089,Michelle,The Four Tops,The Beatles,,michelle
1090,Michelle,Baroque Chamber Orchestra,The Beatles,,michelle
1091,Michelle,The Overlanders,The Beatles,,michelle
1092,Money (thats what I want),The Beatles,The Beatles,,money
1093,Money (thats what I want),Barret Strong,The Beatles,YES,money
1094,Money,Pink Floyd,Pink Floyd,YES,money_pf
1095,Money,String Quartet,Pink Floyd,,money_pf
1096,Money,Piano tribute to Pink Floyd,Pink Floyd,,money_pf
1097,Money,Pink Floyd,Pink Floyd,,money_pf
1098,Money,VVAA,Pink Floyd,,money_pf
1099,Money,Pink Floyd,Pink Floyd,,money_pf
1100,Money,Pink Floyd,Pink Floyd,,money_pf
1101,Money,Chillout tribute to PF,Pink Floyd,,money_pf
1102,Money,Pink Floyd,Pink Floyd,,money_pf
1103,Money,London Philharmonic Orchestra,Pink Floyd,,money_pf
1104,Monument,Depeche Mode,Depeche Mode,YES,monument
1105,Monument,Gus gus,Depeche Mode,,monument
1106,Monument,Alex Under,Depeche Mode,,monument
1107,I am in the mood for love,Charlie Parker,Frances Langford,,mood4love
1108,I am in the mood for love,Barbara Streisand,Frances Langford,,mood4love
1109,I am in the mood for love,Charlie Parker and Orchestra,Frances Langford,,mood4love
1110,Moonlight bay,The Beatles,American Quartet,,moonlightb
1111,Moonlight bay,Frank Sinatra,American Quartet,,moonlightb
1112,Let there be more light,Pink Floyd,Pink Floyd,YES,morelight
1113,Let there be more light,Pressurehead,Pink Floyd,,morelight
1114,Let there be more light,Pink Floyd,Pink Floyd,,morelight
1115,Mother,Pink Floyd,Pink Floyd,YES,mother
1116,Mother,Wetton Belew and White,Pink Floyd,,mother
1117,Mother,Piano tribute to Pink Floyd,Pink Floyd,,mother
1118,Mother natures son,The Beatles,The Beatles,YES,mothernat
1119,Mother natures son,Phish,The Beatles,,mothernat
1120,Mother natures son,Sheryl Crow,The Beatles,,mothernat
1121,Please Mr Postman,The Beatles,The Marvelettes,,mrpostman
1122,Please Mr Postman,The Marvelets,The Marvelettes,YES,mrpostman
1123,Musique non stop,Kraftwerk,Kraftwerk,YES,musicnon
1124,Musik non stop,Pierrepoint,Kraftwerk,,musicnon
1125,Music non stop,Hajime Fukuma,Kraftwerk,,musicnon
1126,Music non stop,Kraftwerk,Kraftwerk,,musicnon
1127,Oh my love,John Lennon,John Lennon,YES,mylove
1128,Oh my love,Ken Boothe,John Lennon,,mylove
1129,Oh my love,Jr Walker,John Lennon,,mylove
1130,My sweet lord,George Harrisson,George Harrisson,YES,mysweetlord
1131,My sweet lord,Keith Lynn and The Dragonaires,George Harrisson,,mysweetlord
1132,My sweet lord,Edwin Starr,George Harrisson,,mysweetlord
1133,My sweet lord,Julio Iglesias,George Harrisson,,mysweetlord
1134,My sweet lord,The Rudies,George Harrisson,,mysweetlord
1135,My sweet lord,Chiffons,George Harrisson,,mysweetlord
1136,My sweet lord,Larry Norman,George Harrisson,,mysweetlord
1137,My sweet lord,Megadeth,George Harrisson,,mysweetlord
1138,My sweet lord,Boy George,George Harrisson,,mysweetlord
1139,My way,Frank Sinatra,Claude Francois,YES,myway
1140,My way,Keely Smith,Claude Francois,,myway
1141,My way,Adrivalan Orchestra,Claude Francois,,myway
1142,You make me feel like a natural woman,Aretha Franklin,Aretha Franklin,YES,naturalwom
1143,You make me feel like a natural woman,Celine Dion,Aretha Franklin,,naturalwom
1144,You never give me your money,The Beatles,The Beatles,YES,nevergive
1146,You never give your money,Sarah Vaughan,The Beatles,,nevergive
1147,Never let me down again,Depeche Mode,Depeche Mode,YES,neverletme
1148,Never let me down again,Tina Root,Depeche Mode,,neverletme
1149,Never let me down again,Depeche Mode Ð Aggro Mix,Depeche Mode,,neverletme
1150,Never let me down again,Depeche Mode Ð Split Mix,Depeche Mode,,neverletme
1151,Never let me down again,Depeche Mode Ð Tsangarides Mix,Depeche Mode,,neverletme
1152,Never let me down,Smashing Pumpkins,Depeche Mode,,neverletme
1153,Never let me down,Sylvain Chauveau and Ensemble Nocturne,Depeche Mode,,neverletme
1154,Never let me down again,Digital 21,Depeche Mode,,neverletme
1155,Never let me down,Symphonic tribute to Depeche Mode,Depeche Mode,,neverletme
1156,Never can say goodbye,The Communards,The Jackson 5,,neversayg
1157,Never can say goodbye,Gloria Gaynor,The Jackson 5,,neversayg
1158,Never can say goodbye,Gloria Gaynor,The Jackson 5,,neversayg
1159,Never can say goodbye,The Jackson 5,The Jackson 5,YES,neversayg
1160,I will never smile again,Frank Sinatra with The Tommy Dorsey Orchestra,Ruth Lowe,,neversmile
1161,I will never smile again,Frank Sinatra,Ruth Lowe,,neversmile
1162,I will never smile again,Frank Sinatra,Ruth Lowe,,neversmile
1163,I will never smile again,Keely Smith,Ruth Lowe,,neversmile
1164,New York New York,Frank Sinatra,Liza Minelli,,newyork
1165,New York New York,Unknown,Liza Minelli,,newyork
1167,New York New York,Keely Smith,Liza Minelli,,newyork
1168,New York New York,Liza Minnelli,Liza Minelli,YES,newyork
1169,New York New York,Bobby Morganstein,Liza Minelli,,newyork
1170,Night and day,Cole Porter and Ella Fitzgerald,Fred Astaire and Claire Luce,,nightday
1171,Night and day,Tony Bennett,Fred Astaire and Claire Luce,,nightday
1173,Night and day,Sergio Mendes,Fred Astaire and Claire Luce,,nightday
1174,Night and day,The best of musicals,Fred Astaire and Claire Luce,,nightday
1175,Night and day,Fred Astaire,Fred Astaire and Claire Luce,YES,nightday
1177,Night and day,Billie Holiday,Fred Astaire and Claire Luce,,nightday
1178,Night and day,Oscar Peterson,Fred Astaire and Claire Luce,,nightday
1179,Night and day,Frank Sinatra,Fred Astaire and Claire Luce,,nightday
1180,The nile song,Pink Floyd,Pink Floyd,YES,nilesong
1181,The nile song,Farflung,Pink Floyd,,nilesong
1182,Nobody home,Pink Floyd,Pink Floyd,YES,nobodyho
1184,Nobody home,London Philharmonic Orchestra,Pink Floyd,,nobodyho
1185,No me importa nada,Luz Casal,Luz Casal,YES,nomeimpor
1186,No me importa nada,Lolita,Luz Casal,,nomeimpor
1188,Norwegian wood,The Beatles,The Beatles,YES,norwegian
1189,Norwegian wood,Paul Lamb,The Beatles,,norwegian
1190,Se ritornerai,I Camaleonti,The Beatles,,norwegian
1191,Norwegian wood,Willie Lindo,The Beatles,,norwegian
1192,Norwegian wood,P M Dawn,The Beatles,,norwegian
1193,Norwegian wood,Herbie Hancock,The Beatles,,norwegian
1194,Nothing else matters,Metallica,Metallica,YES,nothing
1195,Nothing else matters,Metallica and London Symphony Orchestra,Metallica,,nothing
1196,Nothing else matters,Lucie Silvas,Metallica,,nothing
1197,Nothing else matters,Staind,Metallica,,nothing
1199,Nothing else matters,Metallica,Metallica,,nothing
1200,Nothing compares to you,Sinnead O Connor,The Family,YES,nothingcom
1201,Nothing compares to you,The London Session Orchestra,The Family,,nothingcom
1202,But not tonight,Depeche Mode,Depeche Mode,YES,nottonigh
1203,But not tonight,Pseudocipher,Depeche Mode,,nottonigh
1204,Nowhere man,The Beatles,The Beatles,YES,nowhere
1205,Nowhere man,Paul Westenberg,The Beatles,,nowhere
1206,Nowhere man,Natalie Merchant,The Beatles,,nowhere
1207,Nowhere man,Jeff Lynne,The Beatles,,nowhere
1208,Nowhere man,Three Good Reasons,The Beatles,,nowhere
1209,No woman no cry,Bob Marley,Bob Marley,YES,nowomanno
1210,No woman no cry,The Fugees,Bob Marley,,nowomanno
1211,No woman no cry,Gilberto Gil,Bob Marley,,nowomanno
1212,Nummern,Kraftwerk,Kraftwerk,YES,numbers
1213,Numbers,Kraftwerk,Kraftwerk,,numbers
1214,Numbers,Aiboforcen,Kraftwerk,,numbers
1215,O amor em paz,Joao Gilberto,Joao Gilberto,YES,oamoremp
1216,O amor em paz,Tamba trio,Joao Gilberto,,oamoremp
1217,O amor em paz,Ana Caram,Joao Gilberto,,oamoremp
1218,O amor em paz,Kai Winding,Joao Gilberto,,oamoremp
1219,O barquinho,Joao Gilberto,Unknown,,obarquinho
1220,O barquinho,Joao Donato,Unknown,,obarquinho
1222,O barquinho,Mann Gilberto and Jobim,Unknown,,obarquinho
1223,O barquinho,Lorez Alexandria,Unknown,,obarquinho
1224,Ob la di ob la da,The Beatles,The Beatles,YES,obladi
1225,Ob la di ob la da,The Marmalade,The Beatles,,obladi
1226,Ob la di ob la da,Ken Lazarus,The Beatles,,obladi
1227,Ob la di ob la da,Phish,The Beatles,,obladi
1228,Ob la di ob la da,Los Javaloyas,The Beatles,,obladi
1229,Dalla amici un piccolo ayuto,Dino,The Beatles,,littlehelp
1230,Ob la di ob la da,Ribelli,The Beatles,,obladi
1231,Ob la di ob la da,No Doubt,The Beatles,,obladi
1232,Oh darling,The Beatles,The Beatles,YES,ohdarling
1233,Oh darling,John Pizzarelli,The Beatles,,ohdarling
1234,Oh darling,Earl Gaines,The Beatles,,ohdarling
1235,Ohm sweet ohm,Kraftwerk,Kraftwerk,YES,ohmsweet
1236,Ohm sweet ohm,Apoptygma berzerk,Kraftwerk,,ohmsweet
1237,One,U2,U2,YES,one
1238,One love,Robbie Williams,U2,,one
1239,One,Pearl Jam and U2,U2,,one
1240,One,REM and U2,U2,,one
1241,One,Johnny Cash,U2,,one
1242,One,Bono and Mary J Blidge,U2,,one
1243,One of my turns,Pink Floyd,Pink Floyd,YES,oneofmytu
1244,One of my turns,Tommy Shaw,Pink Floyd,,oneofmytu
1245,One of these days,Pink Floyd,Pink Floyd,YES,oneofthese
1246,One of these days,Spahn Ranch,Pink Floyd,,oneofthese
1247,Im only sleeping,The Beatles,The Beatles,YES,onlysleeping
1248,Im only sleeping,The Vines,The Beatles,,onlysleeping
1249,Im only sleeping,Stereophonics and Noel Gallagher,The Beatles,,onlysleeping
1250,Im only sleeping,Blues Motel,The Beatles,,onlysleeping
1252,Only you,The Platters,The Platters,YES,onlyyou
1253,Only you,Adrivalan Orchestra,The Platters,,onlyyou
1254,On the run,Pink Floyd,Pink Floyd,YES,ontherun
1255,On the run,Pink Floyd,Pink Floyd,,ontherun
1256,On the run,Din,Pink Floyd,,ontherun
1257,On the run,String Quartet,Pink Floyd,,ontherun
1260,O Pato,Joao Gilberto,Joao Gilberto,YES,opato
1262,O Pato,Stan Getz,Joao Gilberto,,opato
1263,O Pato,Lisa Ono,Joao Gilberto,,opato
1264,Your own special way,Genesis,Genesis,YES,ownspecia
1265,Your own special way,John Wetton,Genesis,,ownspecia
1266,Your own special way,Steve Hackett,Genesis,,ownspecia
1267,Paperback writer,The Beatles,The Beatles,YES,paperback
1268,Quello che manca,Augusto Righetti,The Beatles,,paperback
1269,Paperback writer,Lefty in the right,The Beatles,,paperback
1270,Paperback writer,Kris Kristofferson,The Beatles,,paperback
1271,Paperback writer,Baroque Chamber Orchestra,The Beatles,,paperback
1272,Para la libertad,Joan Manuel Serrat,Joan Manuel Serrat,YES,paralalib
1273,Para la libertad,Joan Manuel Serrat,Joan Manuel Serrat,,paralalib
1274,Penny lane,The Beatles,The Beatles,YES,pennylane
1275,Penny lane,David Bowie,The Beatles,,pennylane
1276,Penny lane,The Wilson Malone voice band,The Beatles,,pennylane
1277,Penny lane,Baroque Chamber Orchestra,The Beatles,,pennylane
1278,Penny lane,Los Tonks,The Beatles,,pennylane
1279,Penny lane,Sting,The Beatles,,pennylane
1280,People are people,Depeche Mode,Depeche Mode,YES,peopleare
1281,People are people,Australian Blonde,Depeche Mode,,peopleare
1282,People are people,Studio 99,Depeche Mode,,peopleare
1283,People are people,Basic Implant,Depeche Mode,,peopleare
1284,Personal Jesus,Depeche Mode,Depeche Mode,YES,personal
1285,Personal Jesus,Johnny Cash,Depeche Mode,,personal
1286,Personal Jesus,Marilyn Manson,Depeche Mode,,personal
1287,Personal Jesus,Studio 99,Depeche Mode,,personal
1288,The phantom of the opera,Unknown,Sarah Brightman and Steve Harley,,phantomop
1289,The phantom of the opera,The best of musicals,Sarah Brightman and Steve Harley,,phantomop
1290,Photographic,Depeche Mode,Depeche Mode,YES,photograp
1291,Photographic,Carnage,Depeche Mode,,photograp
1292,Photographic,Freezepop,Depeche Mode,,photograp
1293,Photographic,Pouppee Fabrikk,Depeche Mode,,photograp
1294,Pictures of you,The Cure,The Cure,YES,picturesof
1295,Pictures of you,Piano tribute to The Cure,The Cure,,picturesof
1296,Pictures of you,Joy Electric,The Cure,,picturesof
1297,Pictures of you,The Scaries,The Cure,,picturesof
1299,Pictures of you,My life in rain,The Cure,,picturesof
1300,Pictures of you,String Quartet,The Cure,,picturesof
1301,Piggy in the mirror,The Cure,The Cure,YES,piggyinthe
1302,Piggy in the mirror,Cinnamon Toast,The Cure,,piggyinthe
1303,Pigs on the wing,Pink Floyd,Pink Floyd,YES,pigswing
1304,Pigs on the wing,Helios creed,Pink Floyd,,pigswing
1305,Pigs on the wing,Piano tribute to Pink Floyd,Pink Floyd,,pigswing
1306,Pigs on the wing,Pink Floyd,Pink Floyd,,pigswing
1307,Plainsong,The Cure,The Cure,YES,plainsong
1308,Plainsong,Cave In,The Cure,,plainsong
1309,Plainsong,Yuppie Flu,The Cure,,plainsong
1310,Plainsong,Black heaven,The Cure,,plainsong
1311,Plainsong,Jaime sin tierra,The Cure,,plainsong
1312,Plainsong,Migala,The Cure,,plainsong
1313,Plastic passion,The Cure,The Cure,YES,plasticpas
1314,Plastic passion,The Cure,The Cure,,plasticpas
1315,Plastic passion,Eva,The Cure,,plasticpas
1316,Plastic passion,Edsel,The Cure,,plasticpas
1317,Play for today,The Cure,The Cure,YES,playtoday
1318,Play for today,Noise box,The Cure,,playtoday
1319,Play for today,The Cure,The Cure,,playtoday
1320,Pleasure Little Treasure,Depeche Mode,Depeche Mode,YES,pleasureli
1321,Pleasure Little Treasure,Dirty Princess,Depeche Mode,,pleasureli
1322,Point me at the sky,Pink Floyd,Pink Floyd,YES,pointme
1323,Point me at the sky,Melting Euphoria,Pink Floyd,,pointme
1324,Policy of truth,Depeche Mode,Depeche Mode,YES,policytruth
1325,Policy of truth,Dishwalla,Depeche Mode,,policytruth
1326,Policy of truth,Terry Hoax,Depeche Mode,,policytruth
1327,Policy of truth,Disown,Depeche Mode,,policytruth
1328,Policy of truth,Sylvain Chauveau and Ensemble Nocturne,Depeche Mode,,policytruth
1329,Policy of truth,Depeche Mode Ð Beat Box,Depeche Mode,,policytruth
1330,Policy of truth,Studio 99,Depeche Mode,,policytruth
1331,Policy of truth,Symphonic tribute to Depeche Mode,Depeche Mode,,policytruth
1332,Policy of truth,Depeche Mode Ð Capitol,Depeche Mode,,policytruth
1333,Polythene Pam,The Beatles,The Beatles,YES,polytheme
1334,Polytheme pam,Roy Wood,The Beatles,,polytheme
1335,Pornography,The Cure,The Cure,YES,pornography
1336,Pornography,Wreckage,The Cure,,pornography
1337,The power of love,Celine Dion,Jennifer Rush,,powerlove
1338,The power of love,London Symphony Orchestra,Jennifer Rush,,powerlove
1339,Oh pretty woman,Roy Orbison,Roy Orbison,YES,prettywo
1340,Oh pretty woman,The Djangoes,Roy Orbison,,prettywo
1341,Oh pretty woman,David Alfaro,Roy Orbison,,prettywo
1342,Primary,The Cure,The Cure,YES,primary
1343,Primary,Bell Book and Candle,The Cure,,primary
1344,Dear Prudence,The Beatles,The Beatles,YES,prudence
1345,Dear Prudence,Siouxsie and The Banshees,The Beatles,,prudence
1346,Dear Prudence,U2,The Beatles,,prudence
1347,Dear Prudence,Alanis Morissette,The Beatles,,prudence
1348,Push,The Cure,The Cure,YES,push
1349,Push,Bloomington,The Cure,,push
1350,Whats new pussycat,Burt Bacharach,Tom Jones,,pussycat
1351,Whats new pussycat,Tom Jones,Tom Jones,YES,pussycat
1352,Radioactivity,Kraftwerk,Kraftwerk,YES,radioactivi
1353,Radioactivity,Hikashu,Kraftwerk,,radioactivi
1354,Radioactivity,Kraftwerk,Kraftwerk,,radioactivi
1355,Radioactivity,Data bank A,Kraftwerk,,radioactivi
1356,Radioactivity,Fiction 8,Kraftwerk,,radioactivi
1357,Radioactivity,Trylok,Kraftwerk,,radioactivi
1358,Rain,The Beatles,The Beatles,YES,rain
1360,Rain,The Psychedelic Filbert,The Beatles,,rain
1361,Pioggia,Augusto Righetti,The Beatles,,rain
1362,Rain,Grateful dead,The Beatles,,rain
1363,Pioggia,Bushmen,The Beatles,,rain
1364,Reach out I will be there,Gloria Gaynor,The Four Tops,,reachout
1365,Reach out I will be there,London Symphony Orchestra,The Four Tops,,reachout
1366,Reach out I will be there,Gloria Gaynor,The Four Tops,,reachout
1367,Retrato em branco e preto,Antonio Carlos Jobim,Chico Buarque,YES,retratoem
1368,Retrato em branco e preto,Joao Gilberto,Chico Buarque,,retratoem
1369,Retrato em branco e preto,Lisa Ono,Chico Buarque,,retratoem
1370,Revolution 1,The Beatles,The Beatles,YES,revolution
1371,Revolution,Kelly Jones and Stereophonics,The Beatles,,revolution
1372,Revolution,Stone Temple Pilots,The Beatles,,revolution
1373,Revolution,INXS,The Beatles,,revolution
1374,Revolution,Thompson Twins,The Beatles,,revolution
1375,Revolution,Grandaddy,The Beatles,,revolution
1376,Baby youre a rich man,The Beatles,The Beatles,YES,richman
1377,Baby youre a rich man,Los canarios,The Beatles,,richman
1378,Baby youre a rich man,Kula Shaker,The Beatles,,richman
1379,The long and winding road,The Beatles,The Beatles,YES,road
1380,The long and winding road,Leo Sayer,The Beatles,,road
1381,The long and winding road,Paloma San Basilio,The Beatles,,road
1382,The long and winding road,The Corrs,The Beatles,,road
1383,The long and winding road,John Pizzarelli,The Beatles,,road
1384,The long and winding road,Dancing Mood,The Beatles,,road
1385,The long and winding road,Baroque Chamber Orchestra,The Beatles,,road
1386,The long and winding road,Diana Ross and The Supremes,The Beatles,,road
1387,The long and winding road,The Beatles,The Beatles,,road
1388,Rock around the clock,Chuck Berry,Sonny Dae and His Knights,,rockclock
1389,Rock around the clock,Bill Haley and The Comets,Sonny Dae and His Knights,,rockclock
1390,Rock around the clock,Buddy Holly,Sonny Dae and His Knights,,rockclock
1391,Rock around the clock,Sex Pistols,Sonny Dae and His Knights,,rockclock
1392,Rock around the clock,Elvis Presley,Sonny Dae and His Knights,,rockclock
1393,Rock around the clock,Tritons,Sonny Dae and His Knights,,rockclock
1394,Rocky Raccoon,The Beatles,The Beatles,YES,rocky
1395,Rocky Raccoon,Andy Fairweather Low,The Beatles,,rocky
1396,Roxanne,The Police,The Police,YES,roxanne
1397,Roxanne,Incubus,The Police,,roxanne
1398,Roxanne,La Susi,The Police,,roxanne
1399,Roxanne,George Michael,The Police,,roxanne
1401,Roxanne,Ewan McGregor,The Police,,roxanne
1403,Roxanne,Fall Out Boy,The Police,,roxanne
1404,Run for your life,The Beatles,The Beatles,YES,run4yourlife
1405,Run for your life,Earl Green,The Beatles,,run4yourlife
1406,Run like hell,Pink Floyd,Pink Floyd,YES,runlikehe
1408,Run like hell,Chefe Zappa and Kaye,Pink Floyd,,runlikehe
1409,Sacred,Depeche Mode,Depeche Mode,YES,sacred
1410,Sacred,Moonspell,Depeche Mode,,sacred
1411,Samba de uma nota so,Antonio Carlos Jobim,Joao Gilberto,YES,samba1nota
1412,Samba de uma nota so,Stan Getz,Joao Gilberto,,samba1nota
1413,Samba de uma nota so,Paulinho Nogueira,Joao Gilberto,,samba1nota
1414,Samba de uma nota so,Jobim Vinicius and Toquinho,Joao Gilberto,,samba1nota
1415,Samba da Bencao,Vinicius de Moraes and Toquinho,Vinicius de Moraes,YES,sambabenc
1416,Samba da Bencao,Vinicius de Moraes,Vinicius de Moraes,,sambabenc
1417,Samba da Bencao,Bebel Gilberto,Vinicius de Moraes,,sambabenc
1419,Samba de orfeu,Joao Donato,Luiz Bonfa,,sambaorfe
1420,Samba de orfeu,Bob Brookmeyer,Luiz Bonfa,,sambaorfe
1421,Samba de orfeu,Unknown,Luiz Bonfa,,sambaorfe
1422,Samba da minha terra,Tamba trio,Tamba trio,YES,sambaterra
1423,Samba da minha terra,Joao Gilberto,Tamba trio,,sambaterra
1426,Samba da minha terra,Lucio Alves,Tamba trio,,sambaterra
1427,Satisfaction,The Rolling Stones,The Rolling Stones,YES,satisfaction
1428,Satisfaction,Fatboy slim,The Rolling Stones,,satisfaction
1429,Satisfaction,The Rolling Stones,The Rolling Stones,,satisfaction
1430,Satisfaction,Ottis Redding,The Rolling Stones,,satisfaction
1431,Satisfaction,Britney Spears,The Rolling Stones,,satisfaction
1432,Satisfaction,Aretha Franklin,The Rolling Stones,,satisfaction
1434,Saturday night,Soylent green,The Cure,,1015sat
1435,A saucerful of secrets,Pink Floyd,Pink Floyd,YES,saucerful
1436,A saucerful of secrets,EXP,Pink Floyd,,saucerful
1437,A saucerful of secrets,Pink Floyd,Pink Floyd,,saucerful
1438,Scarborough fair,Simon and Garfunkel,Unknown,YES,scarborou
1439,Scarborough fair,Celtic chillout album,Unknown,,scarborou
1440,Scarborough fair,Sergio Mendes and Brasil,Unknown,,scarborou
1441,Seek and destroy,Metallica,Metallica,YES,seekdestr
1442,Seek and destroy,Skazi,Metallica,,seekdestr
1445,Seek and destroy,Pantera,Metallica,,seekdestr
1446,Seek and destroy,Testament,Metallica,,seekdestr
1447,I have just seen a face,The Beatles,The Beatles,YES,seenaface
1448,I have just seen a face,Pearl Jam,The Beatles,,seenaface
1449,I have just seen a face,John Pizzarelli,The Beatles,,seenaface
1450,Send in the clowns,Unknown,Glynn Jones,,sendclown
1451,Send in the clowns,The best of musicals,Glynn Jones,,sendclown
1452,Send in the clowns,Andre Rieu,Glynn Jones,,sendclown
1453,Send in the clowns,Tom Jones,Glynn Jones,,sendclown
1454,Set the controls for the heart of the sun,Pink Floyd,Pink Floyd,YES,setcontrols
1455,Set controls for the heart of the sun,Psychic TV,Pink Floyd,,setcontrols
1457,Set the controls for the heart of the sun,Pink Floyd,Pink Floyd,,setcontrols
1458,Sexy Sadie,The Beatles,The Beatles,YES,sexysadie
1459,Sexy Sadie,Phish,The Beatles,,sexysadie
1460,Sexy Sadie,Paul Weller,The Beatles,,sexysadie
1461,Sgt Peppers lonely hearts club band,The Beatles,The Beatles,YES,sgtpeppers
1462,Sgt Peppers lonely hearts club band,Unknown,The Beatles,,sgtpeppers
